EPCI 2017;libellé;année;patients ayant consommé au moins un remboursement de soins au régime agricole
200070316;CC Entre Arroux, Loire et Somme;2017;2505
200070324;CC du Territoire de Lunéville à Baccarat;2017;1820
200070332;CC du Pays de Chalindrey, de Vannier Amance et de la Région de Bourbonne-Les-Bains;2017;2001
200070340;CC Haute-Maurienne Vanoise;2017;464
200070365;CC Corbières Salanque Méditerranée;2017;2405
200070373;CC Loir-Lucé-Bercé;2017;3172
200070407;CA Pays d'Issoire;2017;3480
200070431;CC du Sud Grésivaudan;2017;3485
200070449;CC Inter-Caux-Vexin;2017;3525
200070464;CC Coeur de Maurienne Arvan;2017;487
200070506;CC Pays de Nexon Monts de Chalus;2017;1539
200070514;CA du Grand Cognac;2017;9477
200070530;CC du Grand Autunois Morvan;2017;3246
200070548;CC La Clayette Chauffailles en Brionnais;2017;1694
200070555;CC de la Veyle;2017;1826
200070563;CC Terres Touloises;2017;1266
200070571;CC Coeur de Berry;2017;994
200070589;CC de Seille et Mauchère et Grand Couronné;2017;1021
200070647;CA Bergeracoise;2017;7621
200070662;CC Bretagne Porte de Loire Communauté;2017;3073
200070670;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;2017;2813
200070688;CC Couesnon Marches de Bretagne;2017;3290
200070712;CC Thiers Dore et Montagne;2017;1707
200070720;CC Médoc Atlantique;2017;2591
200070738;CC Mad et Moselle;2017;1102
200070746;CA Sarreguemines Confluences;2017;926
200070753;CC Riom Limagne et Volcans;2017;3166
200070761;CC Ambert Livradois Forez;2017;2854
200070779;CC Brie des Rivières et Châteaux;2017;1378
200070787;CC du Plateau de Lannemezan;2017;1419
200070795;CC du Pays de Trie et du Magnoac;2017;1515
200070803;CC des Coteaux de Pouyastruc et du Canton de Tournay;2017;1147
200070811;CC Pyrénées Vallées des Gaves;2017;1071
200070829;CC Neste Barousse;2017;697
200070845;CC des Pays de Briey, du Jarnisy et de l'Orne;2017;1130
200070852;CC Usses et Rhône;2017;1328
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;2017;3522
200070902;CC Auxonne Pontailler Val de Saône;2017;1183
200070910;CC Tille et Venelle;2017;471
200070928;CC Terre de Picardie;2017;2260
200070936;CC Ponthieu-Marquenterre;2017;4250
200070944;CC du Vimeu;2017;1295
200070951;CC du Territoire Nord Picardie;2017;2869
200070969;CC Avre Luce Noye;2017;1892
200070977;CC du Grand Roye;2017;2323
200070985;CC de l'Est de la Somme;2017;2299
200070993;CA de la Baie de Somme;2017;2765
200071017;CC des Terres d'Auxois;2017;1638
200071025;CC Haute-Provence-Pays de Banon;2017;1011
200071033;CC Jabron-Lure-Vançon-Durance;2017;445
200071041;CC du Chaourçois et du Val d'Armance;2017;1484
200071058;CC Les Avant-Monts;2017;3229
200071066;CA de Saint-Dié-Des-Vosges;2017;2734
200071074;CC Les Portes de l'Ile de France;2017;583
200071082;CA Montluçon Communauté;2017;1712
200071116;CA Ecla  (Espace Communautaire Lons Agglomération);2017;1450
200071140;CA Moulins Communauté;2017;5311
200071157;CC des Hautes-Vosges;2017;1508
200071165;CA Les Sables d'Olonne;2017;1617
200071173;CC du Pays Arnay Liernais;2017;1040
200071181;CC Somme Sud-Ouest;2017;4153
200071199;CC Plaine Limagne;2017;2036
200071207;CC de Pouilly en Auxois - Bligny-sur-Ouche;2017;1036
200071215;CC Chavanon Combrailles et Volcans;2017;2696
200071223;CC Nièvre et Somme;2017;1425
200071298;CC des Terres du Lauragais;2017;2819
200071314;CC Save Garonne et Côteaux de Cadours;2017;2041
200071363;CA Vichy Communauté;2017;3376
200071371;CC du Pays de Bâgé et de Pont-De-Vaux;2017;2446
200071389;CC Saint-Pourçain Sioule Limagne;2017;3758
200071405;CC Ardèche Rhône Coiron;2017;1463
200071413;CA Privas Centre Ardèche;2017;3308
200071454;CA Evreux Portes de Normandie;2017;2885
200071470;CC Entr'Allier Besbre et Loire;2017;3660
200071496;CC du Bocage Bourbonnais;2017;2296
200071504;CC des Collines du Perche Normand;2017;1397
200071512;CC Commentry Montmarault Néris Communauté;2017;2773
200071520;CC Domfront Tinchebray Interco;2017;2237
200071538;CC Terres de Bresse;2017;1918
200071546;CC Sud Retz Atlantique;2017;3783
200071553;CC Loire Layon Aubance;2017;7319
200071579;CC Bresse Louhannaise Intercom';2017;2514
200071587;CC Loches Sud Touraine;2017;6887
200071595;CC Arbois, Poligny, Salins, Coeur du Jura;2017;2683
200071629;CC Challans-Gois Communauté;2017;4160
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;2017;1241
200071652;CC du Pays Fertois et du Bocage Carrougien;2017;935
200071678;CA du Choletais;2017;7045
200071751;CA du Bassin de Bourg-en-Bresse;2017;9187
200071769;CC Picardie des Châteaux;2017;1191
200071777;CC d'Arcis, Mailly, Ramerupt;2017;2218
200071785;CA Chauny Tergnier la Fère;2017;1824
200071819;CC du Périgord Nontronnais;2017;1707
200071827;CA du Grand Angoulême;2017;5711
200071843;CC du Vexin Normand;2017;1377
200071850;CC du Pithiverais-Gâtinais;2017;1811
200071868;CC des Vallées du Haut-Anjou;2017;5139
200071876;CA Saumur Val de Loire;2017;14322
200071884;CC Le Grand Charolais;2017;3832
200071892;CA du Saint-Quentinois;2017;2528
200071900;CC Moutierrois Talmondais;2017;2932
200071918;CC du Pays de Saint-Fulgent - les Essarts;2017;2985
200071926;CC du Limouxin;2017;4190
200071934;CC Pays de Fontenay-Vendée;2017;3312
200071942;CC Haut Limousin en Marche;2017;3714
200071967;CC Pays d'Évian Vallée d'Abondance;2017;1174
200071983;CC Thiérache Sambre et Oise;2017;1567
200071991;CC Retz-en-Valois;2017;2383
200072007;CC de la Montagne d'Ardèche;2017;1111
200072015;CA Annonay Rhône;2017;2006
200072023;CC Coeur de Charente;2017;2519
200072031;CA de la Région de Château-Thierry;2017;5390
200072049;CC de Charente Limousine;2017;4930
200072056;CC Porte du Jura;2017;845
200072064;CC Val-de-Cher-Controis;2017;6009
200072072;CA Territoires Vendômois;2017;4718
200072080;CC du Pays de Saint-Éloy;2017;1965
200072098;CC Combrailles Sioule et Morge;2017;1314
200072106;CC Adour Madiran;2017;3038
200072122;CC Pays de Coulommiers;2017;1534
200072130;CA du Pays de Meaux;2017;1568
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;2017;449
200072312;CA Seine Normandie;2017;2790
200072320;CC Val de Gers;2017;2156
200072346;CA du Pays de Fontainebleau;2017;1464
200072452;CA Fougères;2017;5879
200072460;CA de Béthune-Bruay, Artois-Lys Romane;2017;8604
200072478;CC Pays d'Opale;2017;1898
200072544;CC des Deux Morin;2017;1454
200072635;CC Pyrénées Haut Garonnaises;2017;823
200072643;CC Coeur et Coteaux du Comminges;2017;4235
200072650;CC Touraine Vallée de l'Indre;2017;2689
200072668;CC Touraine Val de Vienne;2017;3422
200072676;CC Maine Saosnois;2017;3252
200072684;CC Le Gesnois Bilurien;2017;2576
200072692;CC des Vallées de la Braye et de l'Anille;2017;1847
200072700;CC Haute Sarthe Alpes Mancelles;2017;2835
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;2017;2553
200072726;CC Châteaubriant-Derval;2017;5377
200072734;CC Estuaire et Sillon;2017;1729
200072825;CC Mirebellois et Fontenois;2017;1150
200072874;CC Val Briard;2017;1264
200072882;CC de Vie et Boulogne;2017;4829
200072981;CC Touraine Ouest Val de Loire;2017;4015
200072999;CC du Grand Langres;2017;2209
200073013;CC Carnelle Pays-De-France;2017;634
200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien;2017;5555
200073104;CC de l'Ile-Rousse - Balagne;2017;723
200073112;CC Sud Sarthe;2017;3679
200073120;CC Nebbiu - Conca d'Oro;2017;586
200073138;CC des Quatre Territoires;2017;654
200073146;CC Cagire Garonne Salat;2017;1404
200073161;CC Touraine-Est Vallées;2017;1976
200073237;CC de Gâtine et Choisilles - Pays de Racan;2017;1966
200073245;CC du Bassin d'Aubenas;2017;1831
200073252;CC de la Castagniccia-Casinca;2017;1166
200073260;CC Sud Vendée Littoral;2017;5784
200073344;CA Rambouillet Territoires;2017;2333
200073393;CC des Rives du Haut-Allier;2017;3791
200073401;CC Mézenc-Loire-Meygal;2017;1605
200073419;CA du Puy-en-Velay;2017;6873
200073427;CC Marches du Velay-Rochebaron;2017;1614
240100578;CC du Plateau d'Hauteville;2017;447
240100610;CC de la Côtière à Montluel;2017;558
240100750;CC du Pays de Gex;2017;1191
240100800;CC de Miribel et du Plateau;2017;430
240100883;CC de la Plaine de l'Ain;2017;2407
240100891;CC du Pays Bellegardien (Ccpb);2017;483
240200444;CC de la Thiérache du Centre;2017;3726
240200469;CC du Pays de la Serre;2017;1868
240200477;CA du Soissonnais;2017;2582
240200493;CC du Pays du Vermandois;2017;2128
240200501;CC du Val de l'Aisne;2017;1650
240200519;CC du Canton d'Oulchy-le-Château;2017;698
240200576;CC de la Champagne Picarde;2017;2095
240200584;CC du Canton de Charly-sur-Marne;2017;1806
240200592;CC du Chemin des Dames;2017;624
240200600;CC du Pays des Trois Rivières;2017;1481
240200634;CC des Portes de la Thiérache;2017;1088
240300491;CC du Pays de Lapalisse;2017;1217
240300558;CC du Pays de Tronçais;2017;1142
240300566;CC du Val de Cher;2017;521
240300657;CC du Pays d'Huriel;2017;881
240400440;CC Pays Forcalquier et Montagne de Lure;2017;856
240500439;CC du Briançonnais;2017;399
240500462;CC du Pays des Ecrins;2017;213
240600551;CA de la Riviera Française;2017;963
240600585;CA de Sophia Antipolis;2017;4598
240600593;CC du Pays des Paillons;2017;562
240700302;CC du Pays Beaume-Drobie;2017;1012
240700617;CC Val de Ligne;2017;453
240700716;CC du Val d'Ay;2017;459
240700815;CC Berg et Coiron;2017;801
240700864;CC du Rhône aux Gorges de l'Ardèche;2017;1696
240800821;CC Ardenne, Rives de Meuse;2017;378
240800847;CC des Portes du Luxembourg;2017;1596
240800862;CC des Crêtes Préardennaises;2017;3165
240800920;CC de l'Argonne Ardennaise;2017;3571
240900431;CC du Pays de Tarascon;2017;487
240900464;CC du Pays d'Olmes;2017;613
241000223;CC Forêts, Lacs, Terres en Champagne;2017;897
241000405;CC de la Région de Bar-sur-Aube;2017;2089
241000447;CC du Pays d'Othe Aixois;2017;764
241000488;CC de l'Orvin et de l'Ardusson;2017;1116
241100593;CA Le Grand Narbonne;2017;9123
241200187;CA Rodez;2017;4009
241200542;CC du Réquistanais;2017;1777
241200567;CC de Millau Grands Causses;2017;1495
241200625;CC du Pays Rignacois;2017;1240
241200641;CC Conques-Marcillac;2017;2010
241200658;CC du Pays de Salars;2017;1790
241200674;CC du Plateau de Montbazens;2017;1399
241200765;CC de Lévézou Pareloup;2017;2009
241200807;CC Aveyron Ségala Viaur;2017;1721
241200906;CC Larzac et Vallées;2017;986
241200914;CC de la Muse et des Raspes du Tarn;2017;1318
241300375;CC Vallée des Baux-Alpilles (Cc Vba);2017;3254
241300417;CA d'Arles-Crau-Camargue-Montagnette;2017;8766
241400415;CC Coeur Côte Fleurie;2017;723
241400514;CC du Pays de Falaise;2017;2470
241400555;CC de Bayeux Intercom;2017;1949
241400761;CC de Cambremer;2017;880
241400860;CC Coeur de Nacre;2017;840
241400878;CC Blangy-Pont-l'Evêque Intercom;2017;1573
241500230;CA du Bassin d'Aurillac;2017;4791
241500255;CC du Pays Gentiane;2017;1164
241500271;CC du Pays de Mauriac;2017;1101
241501055;CC Sumène - Artense;2017;1125
241501089;CC Cère et Goul en Carladès;2017;800
241501139;CC du Pays de Salers;2017;2202
241600303;CC du Rouillacais;2017;1889
241700434;CA de la Rochelle;2017;3941
241700459;CC de l'Ile de Ré;2017;1123
241700517;CC Charente-Arnoult-Coeur de Saintonge;2017;2123
241700624;CC de l'Ile d'Oléron;2017;1895
241700632;CC de Gémozac et de la Saintonge Viticole;2017;2427
241700640;CA Royan Atlantique;2017;5787
241700699;CC du Bassin de Marennes;2017;1543
241800325;CC Les Villages de la Forêt;2017;263
241800374;CC La Septaine;2017;777
241800424;CC Le Dunois;2017;660
241800432;CC Les Trois Provinces;2017;708
241800457;CC Fercher Pays Florentais;2017;519
241800507;CA Bourges Plus;2017;3283
241900133;CC de Ventadour - Egletons - Monédières;2017;1075
241927201;CA Tulle;2017;4193
241927243;CC du Pays d'Uzerche;2017;1430
242000354;CA de Bastia;2017;922
242000495;CC de l'Alta Rocca;2017;472
242000503;CC de la Haute Vallée de la Gravona;2017;559
242010056;CA du Pays Ajaccien;2017;2654
242010130;CC du Sartenais Valinco;2017;784
242020071;CC du Centre Corse;2017;384
242020105;CC de Calvi Balagne;2017;676
242100154;CC des Vallées de la Tille et de l'Ignon;2017;588
242100410;CU du Grand Dijon;2017;4353
242101434;CC du Pays Châtillonnais;2017;2995
242101442;CC de Saulieu;2017;523
242101459;CC du Pays d'Alésia et de la Seine;2017;752
242101491;CC du Montbardois;2017;687
242101509;CC Rives de Saône, Cc Saint Jean-de-Losne Seurre;2017;1371
242200715;CC du Kreiz-Breizh (Cckb);2017;3907
242400752;CC des Marchés du Périg Or Limousin, Thiviers-Jumilhac;2017;2207
242400935;CC du Pays de Saint-Aulaye;2017;814
242401024;CC du Pays de Lanouaille;2017;2422
242500320;CC de Montbenoît;2017;1016
242500338;CC du Grand Pontarlier;2017;1039
242500361;CA du Grand Besançon;2017;4201
242504116;CC du Val de Morteau;2017;833
242504181;CC du Pays de Pierrefontaine - Vercel;2017;3222
242504355;CC du Plateau de Russey;2017;711
242504371;CC du Pays de Sancey-Belleherbe;2017;1022
242504447;CC du Doubs Baumois;2017;1416
242504488;CC Altitude 800;2017;981
242504496;CC du Plateau de Frasne et du Val de Drugeon (Cfd);2017;775
242600252;CC du Val de Drôme;2017;3375
242600492;CC Dieulefit-Bourdeaux;2017;831
242600534;CC du Diois;2017;1863
242700276;CC du Pays de Conches;2017;1069
242700607;CC du Pays du Neubourg;2017;1442
242700623;CC Eure-Madrie-Seine;2017;736
242852465;CC du Bonnevalais;2017;1346
242900074;CC du Pays d'Iroise;2017;3916
242900314;Brest Métropole;2017;7837
242900553;CC du Pays des Abers;2017;4685
242900561;CC de Haute-Cornouaille;2017;2709
242900629;CC Cap Sizun - Pointe du Raz;2017;1268
242900645;CC Douarnenez Communauté;2017;893
242900660;CC du Pays Fouesnantais;2017;1303
242900694;CA du Pays de Quimperlé;2017;4536
242900702;CC du Pays Bigouden Sud;2017;1334
242900710;CC du Haut Pays Bigouden;2017;1664
242900744;CC Poher Communauté;2017;2303
242900751;CC du Pays de Landivisiau;2017;5878
242900769;CA Concarneau Cornouaille;2017;2984
242900793;CC Communauté Lesneven Côte des Légendes;2017;4856
242900801;CC du Pays de Landerneau-Daoulas;2017;5540
242900835;CA Morlaix Communauté;2017;6834
243000270;CC du Pays Viganais;2017;639
243000296;CC du Pays de Sommières;2017;1782
243000569;CC Rhony, Vistre, Vidourle;2017;1369
243000585;CC Beaucaire Terre d'Argence;2017;4832
243000593;CC de Petite Camargue;2017;3130
243000643;CA de Nîmes Métropole;2017;18509
243000650;CC Terre de Camargue;2017;1903
243000684;CC du Pont du Gard;2017;2558
243100518;Toulouse Métropole;2017;9618
243100567;CC Lauragais Revel Sorezois;2017;1735
243100633;CA du Sicoval;2017;1714
243100732;CC des Coteaux du Girou;2017;958
243100773;CC Val'Aïgo;2017;931
243100781;CC de la Save au Touch;2017;689
243100815;CC des Coteaux Bellevue;2017;451
243200391;CC de la Lomagne Gersoise;2017;3556
243200409;CC du Bas Armagnac;2017;2128
243200417;CC de la Tenarèze;2017;3498
243200425;CC Coeur d'Astarac en Gascogne;2017;1340
243200458;CC du Grand Armagnac;2017;3466
243200508;CC Bastides et Vallons du Gers;2017;1483
243200599;CC du Saves;2017;1585
243200607;CC Artagnan de Fezensac;2017;1670
243300316;Bordeaux Métropole;2017;14889
243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas);2017;1676
243300811;CC de l'Estuaire - Canton de Saint-Ciers-sur-Gironde;2017;2882
243301165;CC Jalle-Eau-Bourde;2017;728
243301181;CC Latitude Nord Gironde;2017;1637
243301215;CC du Créonnais;2017;1373
243301223;CC du Cubzaguais;2017;2408
243301249;CC du Secteur de Saint-Loubès;2017;944
243301264;CC de Montesquieu;2017;2057
243301355;CC des Coteaux Bordelais;2017;666
243301371;CC du Pays Foyen;2017;4115
243301389;CC Médullienne;2017;2090
243301397;CC du Fronsadais;2017;1969
243301405;CC du Val de l'Eyre;2017;1197
243301439;CC des Portes de l'Entre-deux-Mers;2017;1050
243301447;CC Médoc Estuaire;2017;3245
243301454;CC Castillon - Pujols;2017;5414
243301504;CC du Bassin d'Arcachon Nord Atlantique (Coban Atlantique);2017;1998
243400017;Montpellier Méditerranée Métropole;2017;10979
243400355;CC du Clermontais;2017;2272
243400470;CA du Pays de l'Or;2017;2573
243400488;CC La Domitienne;2017;1913
243400520;CC du Pays de Lunel;2017;4047
243400694;CC Vallée de l'Hérault;2017;3525
243400736;CC des Cévennes Gangeoises et Suménoises;2017;708
243400769;CA de Béziers-Méditerranée;2017;7069
243400819;CA Hérault-Méditerranée;2017;5838
243500139;Rennes Métropole;2017;13248
243500550;CC Montfort Communauté;2017;2683
243500618;CC de Brocéliande;2017;1871
243500634;CC Au Pays de la Roche aux Fées;2017;3624
243500659;CC du Pays de Châteaugiron;2017;1665
243500667;CC du Val d'Ille-Aubigné;2017;2954
243500725;CC Côte d'Émeraude;2017;1069
243500733;CC Bretagne Romantique;2017;3543
243500741;CC du Pays de Redon;2017;6029
243500774;CC Liffré-Cormier Communauté;2017;1935
243500782;CA du Pays de Saint-Malo (Saint-Malo Agglomération);2017;3262
243600202;CC Chabris - Pays de Bazelle;2017;731
243600236;CC du Pays d'Issoudun;2017;959
243600293;CC de la Région de Levroux;2017;792
243600301;CC Val de l'Indre - Brenne;2017;1137
243600319;CC Brenne - Val de Creuse;2017;2079
243600327;CA Châteauroux Métropole;2017;2641
243600343;CC Coeur de Brenne;2017;830
243600350;CC de la Châtre et Sainte-Sévère;2017;2358
243700499;CC du Castelrenaudais;2017;1163
243700754;CU Tour(S) Plus;2017;5599
243700820;CC de Bléré Val de Cher;2017;1455
243800455;CA Viennagglo;2017;2574
243800604;CA Porte de l'Isère (C.A.P.I);2017;1840
243800745;CC de l'Oisans;2017;227
243800778;CC du Pays Roussillonnais;2017;2794
243800844;CC du Territoire de Beaurepaire;2017;1569
243800935;CC Lyon Saint-Éxupéry-en-Dauphiné;2017;372
243800984;CA du Pays Voironnais;2017;2453
243801024;CC du Massif du Vercors;2017;644
243801073;CC de Bièvre Est;2017;863
243801255;CC des Collines du Nord Dauphiné;2017;867
243900354;CC de la Station des Rousses-Haut Jura;2017;153
243900412;CC Jura Sud;2017;171
243900420;CC du Val d'Amour;2017;813
243900479;CC du Haut-Jura (Arcade);2017;251
243900560;CC Jura Nord;2017;658
243900610;CC La Grandvallière;2017;386
243900719;CC du Pays des Lacs;2017;594
243901071;CC de la Région d'Orgelet;2017;596
243901089;CC de la Plaine Jurassienne;2017;847
244000543;CC de Mimizan;2017;699
244000659;CC du Seignanx;2017;866
244000675;CA du Grand Dax;2017;2485
244000691;CC du Pays Morcenais;2017;1029
244000766;CC du Pays Tarusate;2017;2362
244000774;CC du Pays de Villeneuve en Armagnac Landais;2017;1067
244000808;CA Mont-de-Marsan;2017;4624
244000824;CC du Pays Grenadois;2017;1069
244000857;CC Côte Landes Nature;2017;1022
244000865;CC Maremne Adour Côte Sud;2017;3037
244000873;CC des Grands Lacs;2017;1706
244000881;CC Coteaux et Vallées des Luys;2017;1484
244100293;CC des Collines du Perche;2017;1095
244100780;CC de la Sologne des Étangs;2017;837
244100798;CC du Grand Chambord;2017;1567
244100806;CC de la Sologne des Rivières;2017;714
244200614;CC des Vals d'Aix et Isable;2017;935
244200622;CC des Monts du Pilat;2017;1327
244200630;CC du Pays entre Loire et Rhône;2017;1298
244200770;CU Saint-Etienne Métropole;2017;7709
244200820;CC du Pays d'Urfé;2017;910
244200895;CC du Pilat Rhodanien;2017;1407
244300307;CC du Pays de Montfaucon;2017;862
244301016;CC des Sucs;2017;1335
244301032;CC du Brivadois;2017;1730
244301099;CC Auzon Communauté;2017;555
244301107;CC du Haut-Lignon;2017;825
244301123;CC des Pays de Cayres et de Pradelles;2017;1314
244301131;CC Loire et Semène;2017;726
244400404;Nantes Métropole;2017;12952
244400438;CC de Grand Lieu;2017;2836
244400453;CC de la Région de Blain;2017;1300
244400503;CC d'Erdre et Gesvres;2017;3711
244400537;CC de la Région de Nozay;2017;1723
244400552;CC du Pays d'Ancenis;2017;7799
244400586;CC du Sud-Estuaire;2017;1336
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);2017;3655
244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);2017;1746
244500203;CA Montargoise et Rives du Loing (A.M.E.);2017;1528
244500211;CC Giennoises;2017;1237
244500419;CC des Quatre Vallées;2017;885
244500427;CC des Loges;2017;2386
244500468;CU Orléans Métropole;2017;8169
244500484;CC de la Forêt;2017;1022
244500542;CC de la Plaine du Nord Loiret;2017;934
244600433;CC de la Vallée du Lot et du Vignoble;2017;2438
244600482;CC Quercy - Bouriane;2017;1193
244600532;CC du Pays de Lalbenque-Limogne;2017;1209
244600573;CC du Causse de Labastide-Murat;2017;670
244700449;CC du Pays de Duras;2017;1722
244700464;CC du Pays de Lauzun;2017;1778
244701355;CC des Coteaux et Landes de Gascogne;2017;1962
244701405;CC Lot et Tolzac;2017;1778
244800405;CC Coeur de Lozère;2017;1064
244800470;CC du Gévaudan;2017;1033
244900015;CU Angers Loire Métropole;2017;12848
244900809;CC Anjou Bleu Communauté;2017;5344
244900882;CC Baugeois Vallée;2017;5986
245100615;CC de la Grande Vallée de la Marne;2017;3596
245100888;CC de la Brie Champenoise;2017;1100
245100979;CC du Sud Marnais;2017;1639
245200597;CC des Trois Forêts;2017;1107
245300223;CC du Pays de Meslay-Grez;2017;2446
245300306;CC du Pays de Loiron;2017;2216
245300330;CA de Laval;2017;5624
245300355;CC de l'Ernée;2017;4363
245300389;CC du Bocage Mayennais;2017;4925
245300447;CC du Pays de Château-Gontier;2017;3768
245400171;CC Moselle et Madon;2017;568
245400189;CC des Pays du Sel et du Vermois;2017;730
245400262;CA de Longwy;2017;446
245400510;CC du Pays de Colombey et du Sud Toulois;2017;815
245400601;CC du Bassin de Pompey;2017;647
245400676;Métropole du Grand Nancy;2017;2608
245400759;CC du Pays du Sanon;2017;668
245500327;CC du Sammiellois;2017;833
245501176;CC du Territoire de Fresnes-en-Woëvre;2017;764
245501184;CC du Pays de Revigny-sur-Ornain;2017;610
245501242;CC du Pays d'Étain;2017;733
245501259;CC du Pays de Montmédy;2017;566
245600440;CC de Blavet Bellevue Océan;2017;1114
245600465;CC de Belle-Ile-en-Mer;2017;312
245614383;CC Questembert Communauté;2017;3016
245614417;CC Roi Morvan Communauté;2017;5172
245614433;CC Pontivy Communauté;2017;6087
245700133;CC du District Urbain de Faulquemont (Duf);2017;756
245700372;CA de Forbach Porte de France;2017;361
245700398;CC de Freyming-Merlebach;2017;164
245700695;CC de Cattenom et Environs;2017;409
245700950;CC du Pays de Phalsbourg;2017;659
245701164;CC du Warndt;2017;86
245701206;CC du Saulnois;2017;3047
245701222;CA du Val de Fensch;2017;200
245701271;CC du Pays Orne Moselle;2017;298
245701354;CC de l'Arc Mosellan;2017;528
245701362;CA Portes de France-Thionville;2017;439
245701404;CC du Pays Haut Val d'Alzette;2017;130
245801063;CC Loire et Allier;2017;450
245804406;CA de Nevers;2017;1872
245804497;CC du Nivernais Bourbonnais;2017;630
245900410;Métropole Européenne de Lille;2017;13148
245900428;CU de Dunkerque;2017;2749
245900758;CC Flandre Lys;2017;1764
245901038;CC du Pays Solesmois;2017;678
245901061;CC de la Haute-Deûle;2017;523
245901152;CC Coeur d'Ostrevent [C.C.C.O.];2017;1421
245901160;CA Valenciennes Métropole;2017;2714
246000129;CC du Liancourtois;2017;419
246000376;CC du Clermontois;2017;835
246000566;CC du Plateau Picard;2017;2032
246000582;CC des Sablons;2017;951
246000707;CC du Vexin-Thelle;2017;1130
246000749;CC des Lisières de l'Oise;2017;934
246000756;CC du Pays Noyonnais;2017;1227
246000764;CC de l'Aire Cantilienne;2017;2277
246000772;CC des Deux Vallées;2017;487
246000848;CC de la Picardie Verte;2017;3684
246000855;CC du Pays des Sources;2017;1650
246000871;CC du Pays de Valois;2017;2299
246000897;CC de la Plaine d'Estrées;2017;815
246000913;CC du Pays de Bray;2017;1382
246000921;CC des Pays d'Oise et d'Halatte;2017;649
246100390;CC du Val d'Orne;2017;1176
246100663;CU d'Alençon;2017;3372
246200299;CA d'Hénin-Carvin;2017;1402
246200364;CA de Lens - Liévin;2017;2877
246200380;CC de la Terre des Deux Caps;2017;1268
246200729;CA du Boulonnais;2017;1996
246200844;CC de la Région d'Audruicq;2017;1480
246201016;CC du Pays de Lumbres;2017;1845
246201149;CA du Calaisis;2017;1586
246300701;CU Clermont Auvergne Métropole;2017;6585
246300966;CC du Massif du Sancy;2017;1549
246301097;CC Entre Dore et Allier;2017;1136
246400337;CC de la Vallée d'Ossau;2017;1025
246401756;CC Pays de Nay;2017;1936
246500482;CC de la Haute-Bigorre;2017;893
246500573;CC Aure-Louron;2017;408
246600282;CC Sud-Roussillon;2017;1699
246600373;CC du Vallespir;2017;1074
246600399;CC Pyrénées Cerdagne;2017;674
246600415;CC Roussillon-Conflent;2017;3294
246600423;CC Agly Fenouillèdes;2017;1338
246600449;CC des Aspres;2017;2400
246600464;CC Capcir Haut-Conflent;2017;302
246600548;CC du Haut Vallespir;2017;500
246700306;CC de la Vallée de la Bruche;2017;957
246700488;Eurométropole de Strasbourg;2017;6121
246700744;CC des Portes de Rosheim;2017;713
246700777;CC de la Vallée de Villé;2017;441
246700843;CC de la Basse-Zorn;2017;598
246700926;CC du Pays de Wissembourg;2017;859
246700959;CC du Pays de la Zorn;2017;1139
246700967;CC de Sélestat;2017;1718
246701064;CC de la Région de Molsheim-Mutzig;2017;1730
246701080;CC du Pays de Sainte-Odile;2017;695
246701098;CC du Pays de Niederbronn-les-Bains;2017;476
246800205;CC de la Vallée de Saint-Amarin;2017;441
246800395;CC du Val d'Argent;2017;332
246800445;CC du Centre du Haut-Rhin;2017;542
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;2017;1501
246800551;CC de la Vallée de Kaysersberg;2017;1663
246800569;CC de la Région de Guebwiller;2017;1566
246800577;CC du Pays de Ribeauvillé;2017;2266
246800585;CC de la Vallée de Munster;2017;936
246800676;CC de la Vallée de la Doller et du Soultzbach;2017;459
246800726;CA Colmar;2017;3916
246900575;CC de l'Est Lyonnais (Ccel);2017;768
246900625;CC du Pays de l'Arbresle (Ccpa);2017;1886
246900633;CC de la Région de Condrieu;2017;1240
246900724;CC des Vallons du Lyonnais (Ccvl);2017;1334
246900740;CC du Pays Mornantais (Copamo);2017;1699
246900757;CC de la Vallée du Garon (Ccvg);2017;615
246900765;CC du Pays de l'Ozon;2017;591
247000011;CA de Vesoul;2017;1153
247000367;CC des Combes;2017;750
247000623;CC des Quatre Rivières;2017;1334
247000664;CC du Pays de Lure;2017;595
247000698;CC des Monts de Gy;2017;697
247000706;CC du Pays Riolais;2017;866
247000714;CC du Pays de Villersexel;2017;646
247000722;CC du Pays d'Héricourt;2017;463
247000755;CC du Pays de Luxeuil;2017;613
247000821;CC Rahin et Cherimont;2017;246
247000854;CC de la Haute Vallée de l'Ognon;2017;584
247100290;CU Le Creusot Montceau-les-Mines;2017;2650
247100589;CA Le Grand Chalon;2017;4172
247100639;CC du Canton de Marcigny;2017;797
247100647;CC du Canton de Pierre de Bresse;2017;972
247103765;CC Entre Saône et Grosne;2017;849
